W_EDA,W_TEMP,W_BVP,W_ACCx,W_ACCy,W_ACCz,C_ECG,C_RESP,C_EMG,C_EDA,C_TEMP,C_ACCx,C_ACCy,C_ACCz
0.377356,33.25,-165.88875000000002,23.375,0.0,58.5,-0.021179286411830357,0.7829328264508929,-0.001988525390625,0.735870361328125,33.87698,0.8875257110595703,0.07974628516605922,-0.19513599940708706
0.373519,33.25,56.06875,27.375,3.0,55.75,0.0668023681640625,1.8436017717633928,-0.0022336251395089286,0.7349962506975446,33.88156,0.8878697170530047,0.08553371770041329,-0.192494854586465
0.374798,33.23,72.151875,35.625,5.625,51.625,-0.03961905343191964,3.171630859375,-0.002293003627232143,0.7349068777901786,33.879402,0.8851417125974382,0.0844857120513916,-0.1905485711778913
0.373519,33.23,-15.82875,42.25,3.0,46.625,0.024748011997767858,4.485578264508929,-0.002398158482142857,0.7344403948102679,33.877014,0.8864342893872942,0.08359771183558873,-0.1967337155342102
0.376077,33.23,8.181875,57.875,4.0,18.75,-0.030228358677455356,4.953125,-0.0019048200334821428,0.734893798828125,33.878983,0.8874765757152012,0.08556228297097343,-0.19198285681860788
0.37224,33.23,34.98,60.75,4.375,-14.125,0.004105224609375,4.237357003348214,-0.0020120675223214285,0.7356937953404018,33.875088,0.8865371411187308,0.08687314442225864,-0.19408114160810197
0.364565,33.25,74.185625,69.875,1.25,-20.5,0.06234087262834821,2.7900216238839284,-0.0018072509765625,0.7356305803571429,33.878464,0.8859839991160802,0.08205029010772705,-0.19966171264648438
0.367123,33.25,-0.052499999999999325,39.875,13.125,31.0,-0.09842075892857143,1.1013096400669642,-0.002125331333705357,0.73333740234375,33.879253,0.8845954309191023,0.08086628368922642,-0.20572114195142474
0.404219,33.25,51.065,22.75,-0.375,56.875,0.01504420689174107,-0.4724644252232143,-0.0019022042410714287,0.7365700857979911,33.879383,0.8823862913676671,0.08340571471623012,-0.21495428494044713
0.381194,33.25,-78.965,26.625,3.0,56.125,0.054912022181919644,-1.7498953683035714,-0.0024345179966517856,0.7348480224609375,33.879166,0.885395427431379,0.08666628565107073,-0.21187885795320782
0.381194,33.25,13.061875,28.5,-0.25,57.5,-0.051886073521205354,-2.5735299246651784,-0.001518467494419643,0.7337886265345982,33.876648,0.8838582944869995,0.07961142608097621,-0.20828228337424143
0.377356,33.25,-23.5775,27.0,2.75,58.0,0.06985185895647321,-2.716945103236607,-0.002556675502232143,0.7374049595424107,33.88356,0.8851485736029489,0.08197828905923026,-0.2001691436767578
0.376077,33.25,-98.703125,22.625,1.125,58.125,-0.05805515834263393,-2.1126011439732144,-0.002093418666294643,0.732635498046875,33.875854,0.8869931445802961,0.07941828659602573,-0.20290171657289777
0.589699,33.25,106.450625,23.5,0.25,58.375,0.013053327287946429,-1.2607247488839286,-0.003119594029017857,0.7365657261439732,33.87769,0.8863508592333113,0.08137714522225516,-0.19948685850415912
0.461782,33.27,108.423125,25.875,0.25,57.0,0.0029179164341517857,-0.43929617745535715,-0.0021216692243303573,0.735137939453125,33.88289,0.8860240050724575,0.07987427847726004,-0.19967543159212384
0.428523,33.27,-37.6525,26.125,0.0,57.0,-0.030833653041294644,0.08060128348214286,-0.0031093924386160713,0.7359749930245536,33.88018,0.8861017193113054,0.08133371216910226,-0.2012114303452628
0.413173,33.27,70.595625,26.625,0.125,57.0,0.05442103794642857,0.4410313197544643,-0.0023921421595982143,0.7365461077008929,33.877396,0.8856057146617344,0.08162399632590157,-0.20590171541486468
0.410615,33.27,5.810625000000002,27.0,0.125,56.875,-0.013165283203125,0.7442539760044643,-0.001953212193080357,0.7353232247488839,33.879402,0.8857177128110613,0.08174742698669434,-0.20497828619820732
0.404219,33.29,-94.638125,27.0,0.0,57.0,-0.055519932338169646,1.1675763811383928,-0.0021316092354910715,0.7353384835379464,33.883007,0.8855291421072824,0.08476800305502755,-0.20217828444072178
0.401661,33.29,-49.421875,27.0,-0.25,57.0,0.06522269112723214,2.2248709542410716,-0.0019639369419642855,0.7364959716796875,33.87994,0.8848457125255039,0.08611313956124442,-0.20223657335553852
0.399102,33.29,-35.345,27.0,-1.0,56.75,0.014265223911830356,3.7679268973214284,-0.002044764927455357,0.7352251325334821,33.881737,0.8846937152317592,0.08835885320390974,-0.20012914521353586
0.395265,33.29,-2.7350000000000003,27.0,-1.0,56.625,-0.02971461704799107,5.556344168526786,-0.0029744175502232142,0.7361363002232143,33.883236,0.8844777134486607,0.09305142879486084,-0.20289485658918108
0.392707,33.29,-16.514999999999997,27.25,-0.875,56.625,0.05531171526227679,7.20196533203125,-0.002288818359375,0.7358027866908482,33.88371,0.8834160041809082,0.09126171452658517,-0.20739428622382028
0.385032,33.29,-22.974375,27.0,-1.0,56.5,-0.004199654715401786,8.192513602120536,-0.0020560128348214284,0.7374332972935268,33.885685,0.8809565721239363,0.09083770888192313,-0.20844228710447038
0.386311,33.29,4.935625,27.25,-1.0,56.75,-0.05073460170200893,8.203229631696429,-0.002408360072544643,0.7343205043247768,33.884014,0.8819508593423026,0.09225142955780029,-0.20912228686468942
0.385032,33.29,4.786875,28.875,-0.5,61.25,0.040972202845982145,6.749415806361607,-0.002307913643973214,0.7390158517020089,33.886986,0.8826834290368216,0.09000570978437152,-0.20967886073248726
0.385032,33.27,-8.2725,16.25,5.375,54.875,-0.004615827287946428,3.9866768973214284,-0.0020651681082589288,0.7373395647321429,33.889236,0.8837908601760864,0.090549715587071,-0.20218285833086286
0.386311,33.27,17.567500000000003,18.5,1.625,61.25,-0.053868582589285716,0.9497767857142857,-0.0015788922991071428,0.7368556431361607,33.885235,0.8851337146759033,0.09079200335911342,-0.20335428408214024
0.378636,33.27,6.2725,20.875,2.625,57.75,0.06273768833705357,-1.6619611467633928,-0.0028360421316964285,0.7373025076729911,33.887478,0.8831920044762748,0.09480571269989013,-0.206838857786996
0.381194,33.27,-25.668750000000003,38.0,5.375,49.25,-0.012160818917410714,-3.69671630859375,-0.0028036063058035714,0.736297607421875,33.887997,0.884132569858006,0.090172575541905,-0.20520685468401229
0.377356,33.27,-11.906249999999998,57.0,5.25,25.75,-0.006695120675223214,-5.1873779296875,-0.0020547049386160712,0.7393559047154018,33.888897,0.8836034291131156,0.08997485569545201,-0.2013039997645787
0.373519,33.27,62.2875,62.375,6.5,-3.625,0.050725184849330356,-6.422537667410714,-0.0020382254464285715,0.7340480259486607,33.890713,0.8847405733380999,0.09060914312090193,-0.2006891427721296
0.368402,33.27,-21.231875000000002,63.0,4.375,9.125,-0.016912405831473215,-7.600455147879464,-0.0022409493582589285,0.735107421875,33.88978,0.8855931493214199,0.0880480010168893,-0.20005714314324516
0.367123,33.27,10.035625,58.0,4.375,35.75,-0.05597743443080357,-8.219935825892858,-0.0023686000279017857,0.7332175118582589,33.886066,0.8859051465988159,0.08843085902077812,-0.19786628757204328
0.373519,33.25,69.49562500000002,36.25,11.0,45.5,0.014315447126116071,-7.944893973214286,-0.0024334716796875,0.7331019810267857,33.889343,0.8859211431230818,0.0869599962234497,-0.1973737154688154
0.395265,33.25,-110.62687500000001,25.375,2.875,54.75,0.0067437744140625,-7.295933314732143,-0.0024154227120535715,0.7372981480189732,33.89114,0.8855108547210694,0.08477371420179095,-0.1971977118083409
0.373519,33.25,121.37375,24.25,4.75,57.0,-0.028792550223214287,-6.411054338727679,-0.002084786551339286,0.732177734375,33.89465,0.8883680009841919,0.09498857361929758,-0.1933542857851301
0.376077,33.25,36.348125,27.625,2.875,59.5,0.047727225167410715,-4.940830775669643,-0.0021295166015625,0.7380501883370536,33.89082,0.8873782900401525,0.09010856900896345,-0.19017142806734358
0.378636,33.27,-176.92000000000002,25.875,3.0,56.75,0.019059709821428572,-2.7542288643973216,-0.0024298095703125,0.7376011439732143,33.88968,0.8833142873219081,0.08861485481262207,-0.19940800121852328
0.379915,33.27,-146.07125,19.875,3.5,58.25,-0.05474644252232143,-0.019949776785714284,-0.0015315464564732142,0.7356022426060268,33.892353,0.8842457165036882,0.09117028372628348,-0.20045714276177543
0.378636,33.27,91.640625,23.875,0.375,56.875,0.0418011474609375,2.587620326450893,-0.0023997279575892856,0.7340720040457589,33.889984,0.8856331491470337,0.09200228895459857,-0.1964022854396275
0.376077,33.27,161.49874999999997,33.25,0.75,55.875,-0.025798252650669644,4.710431780133929,-0.0028363037109375,0.7346649169921875,33.895027,0.8845725767953055,0.09256456920078822,-0.19403885773250035
0.376077,33.27,17.2125,36.875,3.125,51.25,0.0107757568359375,6.430899483816964,-0.0018674142020089286,0.7342463902064732,33.89318,0.8843474299567087,0.09003657272883824,-0.1929554285321917
0.382473,33.27,-116.978125,39.25,2.75,49.375,0.057706473214285715,7.184456961495536,-0.0014787074497767858,0.7343771798270089,33.895535,0.886768001147679,0.08796913691929409,-0.19902857201439994
0.401661,33.27,-4.893125000000001,36.375,2.375,51.125,-0.0479132080078125,6.115809849330357,-0.0030416434151785713,0.7361014229910714,33.892303,0.8864434269496373,0.08495999881199429,-0.1922034284046718
0.38759,33.27,151.90375,36.625,2.0,51.125,0.011015101841517856,3.8178885323660716,-0.0014713832310267857,0.7384316580636161,33.89384,0.8894834354945591,0.08247314385005405,-0.19185714142663138
0.386311,33.29,37.74625,37.0,2.0,51.0,0.016846749441964286,1.4072352818080358,-0.0030110386439732143,0.7364785330636161,33.893658,0.8868240063531058,0.07783428600856236,-0.19468456949506488
0.382473,33.29,-19.33625,37.0,2.125,51.0,-0.04563694545200893,-0.6232038225446429,-0.00191162109375,0.7357744489397321,33.893257,0.8881828580583845,0.07899085112980433,-0.19550628457750593
0.377356,33.29,-34.26375,37.0,2.25,50.875,0.0579345703125,-2.30340576171875,-0.0018836321149553572,0.7364610944475446,33.89538,0.8889462906973703,0.07775885650089809,-0.19544228451592582
0.376077,33.29,-70.14,36.875,2.625,51.0,-0.0310382080078125,-3.720546177455357,-0.002529994419642857,0.7367967878069196,33.892883,0.8874480077198573,0.07504570756639753,-0.1963405704498291
0.376077,33.29,-23.564999999999998,37.0,2.625,51.0,-0.011385498046875,-4.472420828683036,-0.0024873570033482144,0.7367728097098214,33.892895,0.8879474333354405,0.07701485429491316,-0.20145142895834786
0.374798,33.29,4.545,36.625,2.25,51.0,0.049910888671875,-4.567208426339286,-0.0021478271484375,0.7365461077008929,33.896965,0.8844491447721209,0.07711656502314976,-0.20410285677228654
0.373519,33.29,-9.2075,36.5,2.125,51.0,-0.05104012625558036,-4.549281529017857,-0.0013861083984375,0.7371063232421875,33.897476,0.8866514321735927,0.07974513530731202,-0.20295885903494698
0.374798,33.29,18.488125,36.25,2.375,51.0,0.014174717494419642,-4.332118443080357,-0.0025796944754464288,0.7369471958705357,33.8931,0.8852159976959229,0.08000227996281215,-0.20590514489582606
0.373519,33.27,-4.218750000000001,36.0,2.75,51.625,0.008991263253348215,-3.829066685267857,-0.0011922781808035715,0.7342660086495536,33.896393,0.8843337140764509,0.07851771695273263,-0.20809142691748483
0.373519,33.27,-4.530625,35.0,2.625,52.25,-0.048851754324776786,-2.9752284458705356,-0.002684326171875,0.7338474818638393,33.89825,0.884710864339556,0.08257599421909877,-0.21080228464944023
0.369681,33.27,10.86375,32.625,2.125,53.5,0.04285975864955357,-1.8620343889508928,-0.0020829554966517857,0.7370888846261161,33.89702,0.8851440014157976,0.08226171561649867,-0.20630056960242135
0.374798,33.27,-17.649375,33.0,2.125,53.5,0.007808925083705357,-0.39768763950892855,-0.0028873116629464287,0.7366616385323661,33.89863,0.8853245741980417,0.08177256788526263,-0.2053165708269392
