W_EDA,W_TEMP,W_BVP,W_ACCx,W_ACCy,W_ACCz,C_ECG,C_RESP,C_EMG,C_EDA,C_TEMP,C_ACCx,C_ACCy,C_ACCz
0.454373,34.34,4.8875,62.0,-1.375,-12.125,0.029813232421875,2.925685337611607,-0.0031593540736607143,0.9540601457868304,34.493465,0.6434605727876935,0.03580799988337925,-0.6870639988354275
0.456932,34.34,24.765,62.0,-1.125,-12.0,0.039345703125,4.199358258928571,-0.0026369803292410716,0.9528111049107143,34.489437,0.6397691454206195,0.03890742097582136,-0.6945131431307111
0.455653,34.34,0.9387499999999998,62.0,-1.0,-12.0,-0.0514910888671875,4.220772879464286,-0.002762276785714286,0.9536568777901786,34.491966,0.6445588541030883,0.034822853633335656,-0.6883485695293972
0.456932,34.34,-19.377499999999998,62.0,-1.125,-12.125,0.011689453125,3.0445556640625,-0.002795235770089286,0.9534933907645089,34.492622,0.6437051405225481,0.03712113789149693,-0.6918308547564915
0.455653,34.34,4.57625,62.0,-1.125,-12.125,0.03722037179129464,1.2054792131696428,-0.002540980747767857,0.9572884695870536,34.492973,0.6407542869022914,0.03495314121246338,-0.6946651428086417
0.455653,34.34,1.4468750000000001,62.0,-1.0,-12.0,-0.045958426339285714,-0.6754063197544643,-0.002101527622767857,0.9557168143136161,34.49298,0.6384548534665789,0.0346091433933803,-0.6958148605482919
0.451815,34.34,-15.30875,62.0,-1.0,-12.25,-0.0014661516462053572,-2.1582815987723216,-0.0026458740234375,0.9542497907366071,34.489674,0.6377474280766079,0.0342982918875558,-0.6981714265687126
0.455653,34.34,14.708124999999999,62.0,-1.125,-12.125,0.04043910435267857,-3.0315115792410716,-0.002838657924107143,0.9533626011439732,34.49325,0.6374845743179322,0.0346617146900722,-0.6973199990817479
0.453094,34.34,8.191875,62.0,-1.0,-12.0,-0.021936819893973215,-3.3775547572544644,-0.0025208391462053573,0.9546160016741071,34.493866,0.6386114297594343,0.033792003222874234,-0.6974605713571821
0.455653,34.34,-24.075625000000002,62.0,-1.0,-12.0,-0.025591605050223214,-3.1360996791294644,-0.002197788783482143,0.9553331647600446,34.4902,0.6375337137494769,0.034959998130798337,-0.696081144128527
0.454373,34.34,11.369375000000002,62.0,-1.0,-12.0,0.04566964285714286,-2.6321585518973216,-0.0028302873883928573,0.9535086495535714,34.490234,0.6380148581096104,0.03450628689357212,-0.69747428553445
