W_EDA,W_TEMP,W_BVP,W_ACCx,W_ACCy,W_ACCz,C_ECG,C_RESP,C_EMG,C_EDA,C_TEMP,C_ACCx,C_ACCy,C_ACCz
0.427511,34.18,18.608125,58.0,-10.0,-22.0,0.026157400948660713,-0.8907819475446429,-0.0009769984654017857,0.8983394077845982,34.512596,0.7096434327534267,0.024183998789106098,-0.6156765726634434
0.426232,34.18,-3.6812499999999995,58.0,-10.0,-22.25,-0.1057891845703125,-0.3068760463169643,-0.0018865094866071428,0.8976048060825893,34.51497,0.7100868572507586,0.02362971237727574,-0.6143782891545977
0.42879,34.16,-30.3575,58.0,-10.0,-22.0,0.05873291015625,0.30978829520089285,-0.002454136439732143,0.8977225167410714,34.50999,0.7085691438402448,0.025346287318638392,-0.6167131434168135
0.426232,34.16,15.27,58.0,-10.0,-22.0,0.03448896135602678,0.986572265625,-0.0033673095703125,0.89764404296875,34.51192,0.7103874356406076,0.02466057300567627,-0.6145062858717782
0.427511,34.16,18.805,58.0,-10.0,-22.0,-0.0058172607421875,1.7369820731026786,-0.0021263776506696428,0.8973279680524554,34.51051,0.7100788572856358,0.026733713831220356,-0.6120057140077864
0.427511,34.16,-7.522499999999999,58.0,-10.0,-22.0,-0.06398829868861607,2.3697684151785716,-0.0015859549386160715,0.8980124337332589,34.507877,0.7080297143118722,0.025346283231462752,-0.6159942851747785
0.426232,34.16,-18.944375,58.0,-10.0,-22.0,0.0739837646484375,2.3285958426339284,-0.001895664760044643,0.8972189767020089,34.50716,0.7080811411993844,0.025413712092808315,-0.6173485725266593
0.427511,34.16,20.135,58.0,-10.0,-22.0,0.033646676199776786,1.51287841796875,-0.004271589006696428,0.8967176164899554,34.50575,0.7084194278717041,0.023722284861973354,-0.6163439982278006
0.427511,34.16,14.496875000000001,58.0,-10.0,-22.0,-0.04470179966517857,0.6288016183035714,-0.0017999267578125,0.8968636648995536,34.507526,0.7074262843813215,0.02456456729343959,-0.6159234288760594
0.427511,34.16,-15.6825,58.125,-10.0,-22.0,-0.03577933175223214,0.09353201729910714,-0.0008271135602678572,0.8971819196428571,34.50621,0.7071577160699027,0.02343428066798619,-0.6186377198355538
0.427511,34.18,-5.17125,58.0,-10.0,-22.0,0.0465985107421875,-0.3711635044642857,-0.0025545828683035715,0.8973061697823661,34.500313,0.7073028591700963,0.0233862829208374,-0.6172491431236267
0.427511,34.18,14.548124999999999,58.0,-10.0,-22.0,0.006464407784598215,-0.7126988002232143,-0.002665492466517857,0.8978685651506696,34.499866,0.7081245708465577,0.0239977080481393,-0.61702171257564
0.426232,34.18,-0.18437499999999996,58.125,-10.0,-22.0,-0.060618896484375,-0.7361101422991071,-0.0029236711774553573,0.8993246895926339,34.506798,0.7072205761500767,0.023562285559517997,-0.6173017154421125
0.42879,34.18,-29.3675,58.0,-10.0,-22.0,0.02083347865513393,-0.6271449497767857,-0.003732735770089286,0.8970903669084821,34.50071,0.7109474291120257,0.025862858636038644,-0.6175199999128069
